trip_id,frame_file,baseline_m_computed
T02-Sample,000221.txt,0.3
T02-Sample,000222.txt,0.3
T02-Sample,000223.txt,0.3
T02-Sample,000224.txt,0.3
T02-Sample,000225.txt,0.3
T02-Sample,000226.txt,0.3
T02-Sample,000227.txt,0.3
T02-Sample,000228.txt,0.3
T02-Sample,000229.txt,0.3
T02-Sample,000230.txt,0.3
T02-Sample,000231.txt,0.3
T02-Sample,000232.txt,0.3
T02-Sample,000233.txt,0.3
T02-Sample,000234.txt,0.3
T02-Sample,000235.txt,0.3
T02-Sample,000236.txt,0.3
T02-Sample,000237.txt,0.3
T02-Sample,000238.txt,0.3
T02-Sample,000239.txt,0.3
T02-Sample,000240.txt,0.3
T02-Sample,000241.txt,0.3
T02-Sample,000242.txt,0.3
T02-Sample,000243.txt,0.3
T02-Sample,000244.txt,0.3
T02-Sample,000245.txt,0.3
T02-Sample,000246.txt,0.3
T02-Sample,000247.txt,0.3
T02-Sample,000248.txt,0.3
T02-Sample,000249.txt,0.3
T02-Sample,000250.txt,0.3
T02-Sample,000251.txt,0.3
T02-Sample,000252.txt,0.3
T02-Sample,000253.txt,0.3
T02-Sample,000254.txt,0.3
T02-Sample,000255.txt,0.3
T02-Sample,000256.txt,0.3
T02-Sample,000257.txt,0.3
T02-Sample,000258.txt,0.3
T02-Sample,000259.txt,0.3
T02-Sample,000260.txt,0.3
T02-Sample,000261.txt,0.3
T02-Sample,000262.txt,0.3
T02-Sample,000263.txt,0.3
T02-Sample,000264.txt,0.3
T02-Sample,000265.txt,0.3
T02-Sample,000266.txt,0.3
T02-Sample,000267.txt,0.3
T02-Sample,000268.txt,0.3
T02-Sample,000269.txt,0.3
T02-Sample,000270.txt,0.3
T02-Sample,000271.txt,0.3
T02-Sample,000272.txt,0.3
T02-Sample,000273.txt,0.3
T02-Sample,000274.txt,0.3
T02-Sample,000275.txt,0.3
T02-Sample,000276.txt,0.3
T02-Sample,000277.txt,0.3
T02-Sample,000278.txt,0.3
T02-Sample,000279.txt,0.3
T02-Sample,000280.txt,0.3
T02-Sample,000281.txt,0.3
T02-Sample,000282.txt,0.3
T02-Sample,000283.txt,0.3
T02-Sample,000284.txt,0.3
T02-Sample,000285.txt,0.3
T02-Sample,000286.txt,0.3
T02-Sample,000287.txt,0.3
T02-Sample,000288.txt,0.3
T02-Sample,000289.txt,0.3
T02-Sample,000290.txt,0.3
T02-Sample,000291.txt,0.3
T02-Sample,000292.txt,0.3
T02-Sample,000293.txt,0.3
T02-Sample,000294.txt,0.3
T02-Sample,000295.txt,0.3
T02-Sample,000296.txt,0.3
T02-Sample,000297.txt,0.3
T02-Sample,000298.txt,0.3
T02-Sample,000299.txt,0.3
T02-Sample,000300.txt,0.3
T02-Sample,000301.txt,0.3
T02-Sample,000302.txt,0.3
T02-Sample,000303.txt,0.3
T02-Sample,000304.txt,0.3
T02-Sample,000305.txt,0.3
T02-Sample,000306.txt,0.3
T02-Sample,000307.txt,0.3
T02-Sample,000308.txt,0.3
T02-Sample,000309.txt,0.3
T02-Sample,000310.txt,0.3
T02-Sample,000311.txt,0.3
T02-Sample,000312.txt,0.3
T02-Sample,000313.txt,0.3
T02-Sample,000314.txt,0.3
T02-Sample,000315.txt,0.3
T02-Sample,000316.txt,0.3
T02-Sample,000317.txt,0.3
T02-Sample,000318.txt,0.3
T02-Sample,000319.txt,0.3
T02-Sample,000320.txt,0.3
T02-Sample,000321.txt,0.3
T02-Sample,000322.txt,0.3
T02-Sample,000323.txt,0.3
T02-Sample,000324.txt,0.3
T02-Sample,000325.txt,0.3
T02-Sample,000326.txt,0.3
T02-Sample,000327.txt,0.3
T02-Sample,000328.txt,0.3
T02-Sample,000329.txt,0.3
T02-Sample,000330.txt,0.3
T02-Sample,000331.txt,0.3
T02-Sample,000332.txt,0.3
T02-Sample,000333.txt,0.3
T02-Sample,000334.txt,0.3
T02-Sample,000335.txt,0.3
T02-Sample,000336.txt,0.3
T02-Sample,000337.txt,0.3
T02-Sample,000338.txt,0.3
T02-Sample,000339.txt,0.3
T02-Sample,000340.txt,0.3
T02-Sample,000341.txt,0.3
T02-Sample,000342.txt,0.3
T02-Sample,000343.txt,0.3
T02-Sample,000344.txt,0.3
T02-Sample,000345.txt,0.3
T02-Sample,000346.txt,0.3
T02-Sample,000347.txt,0.3
T02-Sample,000348.txt,0.3
T02-Sample,000349.txt,0.3
T02-Sample,000350.txt,0.3
T02-Sample,000351.txt,0.3
T02-Sample,000352.txt,0.3
T02-Sample,000353.txt,0.3
T02-Sample,000354.txt,0.3
T02-Sample,000355.txt,0.3
T02-Sample,000356.txt,0.3
T02-Sample,000357.txt,0.3
T02-Sample,000358.txt,0.3
T02-Sample,000359.txt,0.3
T02-Sample,000360.txt,0.3
T02-Sample,000361.txt,0.3
T02-Sample,000362.txt,0.3
T02-Sample,000363.txt,0.3
T02-Sample,000364.txt,0.3
T02-Sample,000365.txt,0.3
T02-Sample,000366.txt,0.3
T02-Sample,000367.txt,0.3
T02-Sample,000368.txt,0.3
T02-Sample,000369.txt,0.3
T02-Sample,000370.txt,0.3
T02-Sample,000371.txt,0.3
T02-Sample,000372.txt,0.3
T02-Sample,000373.txt,0.3
T02-Sample,000374.txt,0.3
T02-Sample,000375.txt,0.3
T02-Sample,000376.txt,0.3
T02-Sample,000377.txt,0.3
T02-Sample,000378.txt,0.3
T02-Sample,000379.txt,0.3
T02-Sample,000380.txt,0.3
T02-Sample,000381.txt,0.3
T02-Sample,000382.txt,0.3
T02-Sample,000383.txt,0.3
T02-Sample,000384.txt,0.3
T02-Sample,000385.txt,0.3
T02-Sample,000386.txt,0.3
T02-Sample,000387.txt,0.3
T02-Sample,000388.txt,0.3
T02-Sample,000389.txt,0.3
T02-Sample,000390.txt,0.3
T02-Sample,000391.txt,0.3
T02-Sample,000392.txt,0.3
T02-Sample,000393.txt,0.3
T02-Sample,000394.txt,0.3
T02-Sample,000395.txt,0.3
T02-Sample,000396.txt,0.3
T02-Sample,000397.txt,0.3
T02-Sample,000398.txt,0.3
T02-Sample,000399.txt,0.3
T02-Sample,000400.txt,0.3
T02-Sample,000401.txt,0.3
T02-Sample,000402.txt,0.3
T02-Sample,000403.txt,0.3
T02-Sample,000404.txt,0.3
T02-Sample,000405.txt,0.3
T02-Sample,000406.txt,0.3
T02-Sample,000407.txt,0.3
T02-Sample,000408.txt,0.3
T02-Sample,000409.txt,0.3
T02-Sample,000410.txt,0.3
T02-Sample,000411.txt,0.3
T02-Sample,000412.txt,0.3
T02-Sample,000413.txt,0.3
T02-Sample,000414.txt,0.3
T02-Sample,000415.txt,0.3
T02-Sample,000416.txt,0.3
T02-Sample,000417.txt,0.3
T02-Sample,000418.txt,0.3
T02-Sample,000419.txt,0.3
T02-Sample,000420.txt,0.3
T02-Sample,000421.txt,0.3
T02-Sample,000422.txt,0.3
T02-Sample,000423.txt,0.3
T02-Sample,000424.txt,0.3
T02-Sample,000425.txt,0.3
T02-Sample,000426.txt,0.3
T02-Sample,000427.txt,0.3
T02-Sample,000428.txt,0.3
T02-Sample,000429.txt,0.3
T02-Sample,000430.txt,0.3
T02-Sample,000431.txt,0.3
T02-Sample,000432.txt,0.3
T02-Sample,000433.txt,0.3
T02-Sample,000434.txt,0.3
T02-Sample,000435.txt,0.3
T02-Sample,000436.txt,0.3
T02-Sample,000437.txt,0.3
T02-Sample,000438.txt,0.3
T02-Sample,000439.txt,0.3
T02-Sample,000440.txt,0.3
T02-Sample,000441.txt,0.3
T02-Sample,000442.txt,0.3
T02-Sample,000443.txt,0.3
T02-Sample,000444.txt,0.3
T02-Sample,000445.txt,0.3
T02-Sample,000446.txt,0.3
T02-Sample,000447.txt,0.3
T02-Sample,000448.txt,0.3
T02-Sample,000449.txt,0.3
T02-Sample,000450.txt,0.3
T02-Sample,000451.txt,0.3
T02-Sample,000452.txt,0.3
T02-Sample,000453.txt,0.3
T02-Sample,000454.txt,0.3
T02-Sample,000455.txt,0.3
T02-Sample,000456.txt,0.3
T02-Sample,000457.txt,0.3
T02-Sample,000458.txt,0.3
T02-Sample,000459.txt,0.3
T02-Sample,000460.txt,0.3
T02-Sample,000461.txt,0.3
T02-Sample,000462.txt,0.3
T02-Sample,000463.txt,0.3
T02-Sample,000464.txt,0.3
T02-Sample,000465.txt,0.3
T02-Sample,000466.txt,0.3
T02-Sample,000467.txt,0.3
T02-Sample,000468.txt,0.3
T02-Sample,000469.txt,0.3
T02-Sample,000470.txt,0.3
T02-Sample,000471.txt,0.3
T02-Sample,000472.txt,0.3
T02-Sample,000473.txt,0.3
T02-Sample,000474.txt,0.3
T02-Sample,000475.txt,0.3
T02-Sample,000476.txt,0.3
T02-Sample,000477.txt,0.3
T02-Sample,000478.txt,0.3
T02-Sample,000479.txt,0.3
T02-Sample,000480.txt,0.3
T02-Sample,000481.txt,0.3
T02-Sample,000482.txt,0.3
T02-Sample,000483.txt,0.3
T02-Sample,000484.txt,0.3
T02-Sample,000485.txt,0.3
T02-Sample,000486.txt,0.3
T02-Sample,000487.txt,0.3
T02-Sample,000488.txt,0.3
T02-Sample,000489.txt,0.3
T02-Sample,000490.txt,0.3
T02-Sample,000491.txt,0.3
T02-Sample,000492.txt,0.3
T02-Sample,000493.txt,0.3
T02-Sample,000494.txt,0.3
T02-Sample,000495.txt,0.3
T02-Sample,000496.txt,0.3
T02-Sample,000497.txt,0.3
T02-Sample,000498.txt,0.3
T02-Sample,000499.txt,0.3
T02-Sample,000500.txt,0.3
T02-Sample,000501.txt,0.3
T02-Sample,000502.txt,0.3
T02-Sample,000503.txt,0.3
T02-Sample,000504.txt,0.3
T02-Sample,000505.txt,0.3
T02-Sample,000506.txt,0.3
T02-Sample,000507.txt,0.3
T02-Sample,000508.txt,0.3
T02-Sample,000509.txt,0.3
T02-Sample,000510.txt,0.3
T02-Sample,000511.txt,0.3
T02-Sample,000512.txt,0.3
T02-Sample,000513.txt,0.3
T02-Sample,000514.txt,0.3
T02-Sample,000515.txt,0.3
T02-Sample,000516.txt,0.3
T02-Sample,000517.txt,0.3
T02-Sample,000518.txt,0.3
T02-Sample,000519.txt,0.3
T02-Sample,000520.txt,0.3
T02-Sample,000521.txt,0.3
T02-Sample,000522.txt,0.3
T02-Sample,000523.txt,0.3
T02-Sample,000524.txt,0.3
T02-Sample,000525.txt,0.3
T02-Sample,000526.txt,0.3
T02-Sample,000527.txt,0.3
T02-Sample,000528.txt,0.3
T02-Sample,000529.txt,0.3
T02-Sample,000530.txt,0.3
T02-Sample,000531.txt,0.3
T02-Sample,000532.txt,0.3
T02-Sample,000533.txt,0.3
T02-Sample,000534.txt,0.3
T02-Sample,000535.txt,0.3
T02-Sample,000536.txt,0.3
T02-Sample,000537.txt,0.3
T02-Sample,000538.txt,0.3
T02-Sample,000539.txt,0.3
T02-Sample,000540.txt,0.3
T02-Sample,000541.txt,0.3
T02-Sample,000542.txt,0.3
T02-Sample,000543.txt,0.3
T02-Sample,000544.txt,0.3
T02-Sample,000545.txt,0.3
T02-Sample,000546.txt,0.3
T02-Sample,000547.txt,0.3
T02-Sample,000548.txt,0.3
T02-Sample,000549.txt,0.3
T02-Sample,000550.txt,0.3
T02-Sample,000551.txt,0.3
T02-Sample,000552.txt,0.3
T02-Sample,000553.txt,0.3
T02-Sample,000554.txt,0.3
T02-Sample,000555.txt,0.3
T02-Sample,000556.txt,0.3
T02-Sample,000557.txt,0.3
T02-Sample,000558.txt,0.3
T02-Sample,000559.txt,0.3
T02-Sample,000560.txt,0.3
T02-Sample,000561.txt,0.3
T02-Sample,000562.txt,0.3
T02-Sample,000563.txt,0.3
T02-Sample,000564.txt,0.3
T02-Sample,000565.txt,0.3
T02-Sample,000566.txt,0.3
T02-Sample,000567.txt,0.3
T02-Sample,000568.txt,0.3
T02-Sample,000569.txt,0.3
T02-Sample,000570.txt,0.3
T02-Sample,000571.txt,0.3
T02-Sample,000572.txt,0.3
T02-Sample,000573.txt,0.3
T02-Sample,000574.txt,0.3
T02-Sample,000575.txt,0.3
T02-Sample,000576.txt,0.3
T02-Sample,000577.txt,0.3
T02-Sample,000578.txt,0.3
T02-Sample,000579.txt,0.3
T02-Sample,000580.txt,0.3
T02-Sample,000581.txt,0.3
T02-Sample,000582.txt,0.3
T02-Sample,000583.txt,0.3
T02-Sample,000584.txt,0.3
T02-Sample,000585.txt,0.3
T02-Sample,000586.txt,0.3
T02-Sample,000587.txt,0.3
T02-Sample,000588.txt,0.3
T02-Sample,000589.txt,0.3
T02-Sample,000590.txt,0.3
T02-Sample,000591.txt,0.3
T02-Sample,000592.txt,0.3
T02-Sample,000593.txt,0.3
T02-Sample,000594.txt,0.3
T02-Sample,000595.txt,0.3
T02-Sample,000596.txt,0.3
T02-Sample,000597.txt,0.3
T02-Sample,000598.txt,0.3
T02-Sample,000599.txt,0.3
T03-Sample,000000.txt,0.3
T03-Sample,000001.txt,0.3
T03-Sample,000002.txt,0.3
T03-Sample,000003.txt,0.3
T03-Sample,000004.txt,0.3
T03-Sample,000005.txt,0.3
T03-Sample,000006.txt,0.3
T03-Sample,000007.txt,0.3
T03-Sample,000008.txt,0.3
T03-Sample,000009.txt,0.3
T03-Sample,000010.txt,0.3
T03-Sample,000011.txt,0.3
T03-Sample,000012.txt,0.3
T03-Sample,000013.txt,0.3
T03-Sample,000014.txt,0.3
T03-Sample,000015.txt,0.3
T03-Sample,000016.txt,0.3
T03-Sample,000017.txt,0.3
T03-Sample,000018.txt,0.3
T03-Sample,000019.txt,0.3
T03-Sample,000020.txt,0.3
T03-Sample,000021.txt,0.3
T03-Sample,000022.txt,0.3
T03-Sample,000023.txt,0.3
T03-Sample,000024.txt,0.3
T03-Sample,000025.txt,0.3
T03-Sample,000026.txt,0.3
T03-Sample,000027.txt,0.3
T03-Sample,000028.txt,0.3
T03-Sample,000029.txt,0.3
T03-Sample,000030.txt,0.3
T03-Sample,000031.txt,0.3
T03-Sample,000032.txt,0.3
T03-Sample,000033.txt,0.3
T03-Sample,000034.txt,0.3
T03-Sample,000035.txt,0.3
T03-Sample,000036.txt,0.3
T03-Sample,000037.txt,0.3
T03-Sample,000038.txt,0.3
T03-Sample,000039.txt,0.3
T03-Sample,000040.txt,0.3
T03-Sample,000041.txt,0.3
T03-Sample,000042.txt,0.3
T03-Sample,000043.txt,0.3
T03-Sample,000044.txt,0.3
T03-Sample,000045.txt,0.3
T03-Sample,000046.txt,0.3
T03-Sample,000047.txt,0.3
T03-Sample,000048.txt,0.3
T03-Sample,000049.txt,0.3
T03-Sample,000050.txt,0.3
T03-Sample,000051.txt,0.3
T03-Sample,000052.txt,0.3
T03-Sample,000053.txt,0.3
T03-Sample,000054.txt,0.3
T03-Sample,000055.txt,0.3
T03-Sample,000056.txt,0.3
T03-Sample,000057.txt,0.3
T03-Sample,000058.txt,0.3
T03-Sample,000059.txt,0.3
T03-Sample,000060.txt,0.3
T03-Sample,000061.txt,0.3
T03-Sample,000062.txt,0.3
T03-Sample,000063.txt,0.3
T03-Sample,000064.txt,0.3
T03-Sample,000065.txt,0.3
T03-Sample,000066.txt,0.3
T03-Sample,000067.txt,0.3
T03-Sample,000068.txt,0.3
T03-Sample,000069.txt,0.3
T03-Sample,000070.txt,0.3
T03-Sample,000071.txt,0.3
T03-Sample,000072.txt,0.3
T03-Sample,000073.txt,0.3
T03-Sample,000074.txt,0.3
T03-Sample,000075.txt,0.3
T03-Sample,000076.txt,0.3
T03-Sample,000077.txt,0.3
T03-Sample,000078.txt,0.3
T03-Sample,000079.txt,0.3
T03-Sample,000080.txt,0.3
T03-Sample,000081.txt,0.3
T03-Sample,000082.txt,0.3
T03-Sample,000083.txt,0.3
T03-Sample,000084.txt,0.3
T03-Sample,000085.txt,0.3
T03-Sample,000086.txt,0.3
T03-Sample,000087.txt,0.3
T03-Sample,000088.txt,0.3
T03-Sample,000089.txt,0.3
T03-Sample,000090.txt,0.3
T03-Sample,000091.txt,0.3
T03-Sample,000092.txt,0.3
T03-Sample,000093.txt,0.3
T03-Sample,000094.txt,0.3
T03-Sample,000095.txt,0.3
T03-Sample,000096.txt,0.3
T03-Sample,000097.txt,0.3
T03-Sample,000098.txt,0.3
T03-Sample,000099.txt,0.3
T03-Sample,000100.txt,0.3
T03-Sample,000101.txt,0.3
T03-Sample,000102.txt,0.3
T03-Sample,000103.txt,0.3
T03-Sample,000104.txt,0.3
T03-Sample,000105.txt,0.3
T03-Sample,000106.txt,0.3
T03-Sample,000107.txt,0.3
T03-Sample,000108.txt,0.3
T03-Sample,000109.txt,0.3
T03-Sample,000110.txt,0.3
T03-Sample,000111.txt,0.3
T03-Sample,000112.txt,0.3
T03-Sample,000113.txt,0.3
T03-Sample,000114.txt,0.3
T03-Sample,000115.txt,0.3
T03-Sample,000116.txt,0.3
T03-Sample,000117.txt,0.3
T03-Sample,000118.txt,0.3
T03-Sample,000119.txt,0.3
T03-Sample,000120.txt,0.3
T03-Sample,000121.txt,0.3
T03-Sample,000122.txt,0.3
T03-Sample,000123.txt,0.3
T03-Sample,000124.txt,0.3
T03-Sample,000125.txt,0.3
T03-Sample,000126.txt,0.3
T03-Sample,000127.txt,0.3
T03-Sample,000128.txt,0.3
T03-Sample,000129.txt,0.3
T03-Sample,000130.txt,0.3
T03-Sample,000131.txt,0.3
T03-Sample,000132.txt,0.3
T03-Sample,000133.txt,0.3
T03-Sample,000134.txt,0.3
T03-Sample,000135.txt,0.3
T03-Sample,000136.txt,0.3
T03-Sample,000137.txt,0.3
T03-Sample,000138.txt,0.3
T03-Sample,000139.txt,0.3
T03-Sample,000140.txt,0.3
T03-Sample,000141.txt,0.3
T03-Sample,000142.txt,0.3
T03-Sample,000143.txt,0.3
T03-Sample,000144.txt,0.3
T03-Sample,000145.txt,0.3
T03-Sample,000146.txt,0.3
T03-Sample,000147.txt,0.3
T03-Sample,000148.txt,0.3
T03-Sample,000149.txt,0.3
T03-Sample,000150.txt,0.3
T03-Sample,000151.txt,0.3
T03-Sample,000152.txt,0.3
T03-Sample,000153.txt,0.3
T03-Sample,000154.txt,0.3
T03-Sample,000155.txt,0.3
T03-Sample,000156.txt,0.3
T03-Sample,000157.txt,0.3
T03-Sample,000158.txt,0.3
T03-Sample,000159.txt,0.3
T03-Sample,000160.txt,0.3
T03-Sample,000161.txt,0.3
T03-Sample,000162.txt,0.3
T03-Sample,000163.txt,0.3
T03-Sample,000164.txt,0.3
T03-Sample,000165.txt,0.3
T03-Sample,000166.txt,0.3
T03-Sample,000167.txt,0.3
T03-Sample,000168.txt,0.3
T03-Sample,000169.txt,0.3
T03-Sample,000170.txt,0.3
T03-Sample,000171.txt,0.3
T03-Sample,000172.txt,0.3
T03-Sample,000173.txt,0.3
T03-Sample,000174.txt,0.3
T03-Sample,000175.txt,0.3
T03-Sample,000176.txt,0.3
T03-Sample,000177.txt,0.3
T03-Sample,000178.txt,0.3
T03-Sample,000179.txt,0.3
T03-Sample,000180.txt,0.3
T03-Sample,000181.txt,0.3
T03-Sample,000182.txt,0.3
T03-Sample,000183.txt,0.3
T03-Sample,000184.txt,0.3
T03-Sample,000185.txt,0.3
T03-Sample,000186.txt,0.3
T03-Sample,000187.txt,0.3
T03-Sample,000188.txt,0.3
T03-Sample,000189.txt,0.3
T03-Sample,000190.txt,0.3
T03-Sample,000191.txt,0.3
T03-Sample,000192.txt,0.3
T03-Sample,000193.txt,0.3
T03-Sample,000194.txt,0.3
T03-Sample,000195.txt,0.3
T03-Sample,000196.txt,0.3
T03-Sample,000197.txt,0.3
T03-Sample,000198.txt,0.3
T03-Sample,000199.txt,0.3
T03-Sample,000200.txt,0.3
T03-Sample,000201.txt,0.3
T03-Sample,000202.txt,0.3
T03-Sample,000203.txt,0.3
T03-Sample,000204.txt,0.3
T03-Sample,000205.txt,0.3
T03-Sample,000206.txt,0.3
T03-Sample,000207.txt,0.3
T03-Sample,000208.txt,0.3
T03-Sample,000209.txt,0.3
T03-Sample,000210.txt,0.3
T03-Sample,000211.txt,0.3
T03-Sample,000212.txt,0.3
T03-Sample,000213.txt,0.3
T03-Sample,000214.txt,0.3
T03-Sample,000215.txt,0.3
T03-Sample,000216.txt,0.3
T03-Sample,000217.txt,0.3
T03-Sample,000218.txt,0.3
T03-Sample,000219.txt,0.3
T03-Sample,000220.txt,0.3
T03-Sample,000221.txt,0.3
T03-Sample,000222.txt,0.3
T03-Sample,000223.txt,0.3
T03-Sample,000224.txt,0.3
T03-Sample,000225.txt,0.3
T03-Sample,000226.txt,0.3
T03-Sample,000227.txt,0.3
T03-Sample,000228.txt,0.3
T03-Sample,000229.txt,0.3
T03-Sample,000230.txt,0.3
T03-Sample,000231.txt,0.3
T03-Sample,000232.txt,0.3
T03-Sample,000233.txt,0.3
T03-Sample,000234.txt,0.3
T03-Sample,000235.txt,0.3
T03-Sample,000236.txt,0.3
T03-Sample,000237.txt,0.3
T03-Sample,000238.txt,0.3
T03-Sample,000239.txt,0.3
T03-Sample,000240.txt,0.3
T03-Sample,000241.txt,0.3
T03-Sample,000242.txt,0.3
T03-Sample,000243.txt,0.3
T03-Sample,000244.txt,0.3
T03-Sample,000245.txt,0.3
T03-Sample,000246.txt,0.3
T03-Sample,000247.txt,0.3
T03-Sample,000248.txt,0.3
T03-Sample,000249.txt,0.3
T03-Sample,000250.txt,0.3
T03-Sample,000251.txt,0.3
T03-Sample,000252.txt,0.3
T03-Sample,000253.txt,0.3
T03-Sample,000254.txt,0.3
T03-Sample,000255.txt,0.3
T03-Sample,000256.txt,0.3
T03-Sample,000257.txt,0.3
T03-Sample,000258.txt,0.3
T03-Sample,000259.txt,0.3
T03-Sample,000260.txt,0.3
T03-Sample,000261.txt,0.3
T03-Sample,000262.txt,0.3
T03-Sample,000263.txt,0.3
T03-Sample,000264.txt,0.3
T03-Sample,000265.txt,0.3
T03-Sample,000266.txt,0.3
T03-Sample,000267.txt,0.3
T03-Sample,000268.txt,0.3
T03-Sample,000269.txt,0.3
T03-Sample,000270.txt,0.3
T03-Sample,000271.txt,0.3
T03-Sample,000272.txt,0.3
T03-Sample,000273.txt,0.3
T03-Sample,000274.txt,0.3
T03-Sample,000275.txt,0.3
T03-Sample,000276.txt,0.3
T03-Sample,000277.txt,0.3
T03-Sample,000278.txt,0.3
T03-Sample,000279.txt,0.3
T03-Sample,000280.txt,0.3
T03-Sample,000281.txt,0.3
T03-Sample,000282.txt,0.3
T03-Sample,000283.txt,0.3
T03-Sample,000284.txt,0.3
T03-Sample,000285.txt,0.3
T03-Sample,000286.txt,0.3
T03-Sample,000287.txt,0.3
T03-Sample,000288.txt,0.3
T03-Sample,000289.txt,0.3
T03-Sample,000290.txt,0.3
T03-Sample,000291.txt,0.3
T03-Sample,000292.txt,0.3
T03-Sample,000293.txt,0.3
T03-Sample,000294.txt,0.3
T03-Sample,000295.txt,0.3
T03-Sample,000296.txt,0.3
T03-Sample,000297.txt,0.3
T03-Sample,000298.txt,0.3
T03-Sample,000299.txt,0.3
T03-Sample,000300.txt,0.3
T03-Sample,000301.txt,0.3
T03-Sample,000302.txt,0.3
T03-Sample,000303.txt,0.3
T03-Sample,000304.txt,0.3
T03-Sample,000305.txt,0.3
T03-Sample,000306.txt,0.3
T03-Sample,000307.txt,0.3
T03-Sample,000308.txt,0.3
T03-Sample,000309.txt,0.3
T03-Sample,000310.txt,0.3
T03-Sample,000311.txt,0.3
T03-Sample,000312.txt,0.3
T03-Sample,000313.txt,0.3
T03-Sample,000314.txt,0.3
T03-Sample,000315.txt,0.3
T03-Sample,000316.txt,0.3
T03-Sample,000317.txt,0.3
T03-Sample,000318.txt,0.3
T03-Sample,000319.txt,0.3
T03-Sample,000320.txt,0.3
T03-Sample,000321.txt,0.3
T03-Sample,000322.txt,0.3
T03-Sample,000323.txt,0.3
T03-Sample,000324.txt,0.3
T03-Sample,000325.txt,0.3
T03-Sample,000326.txt,0.3
T03-Sample,000327.txt,0.3
T03-Sample,000328.txt,0.3
T03-Sample,000329.txt,0.3
T03-Sample,000330.txt,0.3
T03-Sample,000331.txt,0.3
T03-Sample,000332.txt,0.3
T03-Sample,000333.txt,0.3
T03-Sample,000334.txt,0.3
T03-Sample,000335.txt,0.3
T03-Sample,000336.txt,0.3
T03-Sample,000337.txt,0.3
T03-Sample,000338.txt,0.3
T03-Sample,000339.txt,0.3
T03-Sample,000340.txt,0.3
T03-Sample,000341.txt,0.3
T03-Sample,000342.txt,0.3
T03-Sample,000343.txt,0.3
T03-Sample,000344.txt,0.3
T03-Sample,000345.txt,0.3
T03-Sample,000346.txt,0.3
T03-Sample,000347.txt,0.3
T03-Sample,000348.txt,0.3
T03-Sample,000349.txt,0.3
T03-Sample,000350.txt,0.3
T03-Sample,000351.txt,0.3
T03-Sample,000352.txt,0.3
T03-Sample,000353.txt,0.3
T03-Sample,000354.txt,0.3
T03-Sample,000355.txt,0.3
T03-Sample,000356.txt,0.3
T03-Sample,000357.txt,0.3
T03-Sample,000358.txt,0.3
T03-Sample,000359.txt,0.3
T03-Sample,000360.txt,0.3
T03-Sample,000361.txt,0.3
T03-Sample,000362.txt,0.3
T03-Sample,000363.txt,0.3
T03-Sample,000364.txt,0.3
T03-Sample,000365.txt,0.3
T03-Sample,000366.txt,0.3
T03-Sample,000367.txt,0.3
T03-Sample,000368.txt,0.3
T03-Sample,000369.txt,0.3
T03-Sample,000370.txt,0.3
T03-Sample,000371.txt,0.3
T03-Sample,000372.txt,0.3
T03-Sample,000373.txt,0.3
T03-Sample,000374.txt,0.3
T03-Sample,000375.txt,0.3
T03-Sample,000376.txt,0.3
T03-Sample,000377.txt,0.3
T03-Sample,000378.txt,0.3
T03-Sample,000379.txt,0.3
T03-Sample,000380.txt,0.3
T03-Sample,000381.txt,0.3
T03-Sample,000382.txt,0.3
T03-Sample,000383.txt,0.3
T03-Sample,000384.txt,0.3
T03-Sample,000385.txt,0.3
T03-Sample,000386.txt,0.3
T03-Sample,000387.txt,0.3
T03-Sample,000388.txt,0.3
T03-Sample,000389.txt,0.3
T03-Sample,000390.txt,0.3
T03-Sample,000391.txt,0.3
T03-Sample,000392.txt,0.3
T03-Sample,000393.txt,0.3
T03-Sample,000394.txt,0.3
T03-Sample,000395.txt,0.3
T03-Sample,000396.txt,0.3
T03-Sample,000397.txt,0.3
T03-Sample,000398.txt,0.3
T03-Sample,000399.txt,0.3
T03-Sample,000400.txt,0.3
T03-Sample,000401.txt,0.3
T03-Sample,000402.txt,0.3
T03-Sample,000403.txt,0.3
T03-Sample,000404.txt,0.3
T03-Sample,000405.txt,0.3
T03-Sample,000406.txt,0.3
T03-Sample,000407.txt,0.3
T03-Sample,000408.txt,0.3
T03-Sample,000409.txt,0.3
T03-Sample,000410.txt,0.3
T03-Sample,000411.txt,0.3
T03-Sample,000412.txt,0.3
T03-Sample,000413.txt,0.3
T03-Sample,000414.txt,0.3
T03-Sample,000415.txt,0.3
T03-Sample,000416.txt,0.3
T03-Sample,000417.txt,0.3
T03-Sample,000418.txt,0.3
T03-Sample,000419.txt,0.3
T03-Sample,000420.txt,0.3
T03-Sample,000421.txt,0.3
T03-Sample,000422.txt,0.3
T03-Sample,000423.txt,0.3
T03-Sample,000424.txt,0.3
T03-Sample,000425.txt,0.3
T03-Sample,000426.txt,0.3
T03-Sample,000427.txt,0.3
T03-Sample,000428.txt,0.3
T03-Sample,000429.txt,0.3
T03-Sample,000430.txt,0.3
T03-Sample,000431.txt,0.3
T03-Sample,000432.txt,0.3
T03-Sample,000433.txt,0.3
T03-Sample,000434.txt,0.3
T03-Sample,000435.txt,0.3
T03-Sample,000436.txt,0.3
T03-Sample,000437.txt,0.3
T03-Sample,000438.txt,0.3
T03-Sample,000439.txt,0.3
T03-Sample,000440.txt,0.3
T03-Sample,000441.txt,0.3
T03-Sample,000442.txt,0.3
